y,x,imageid,split,classid
0.5916666666666667,0.2166666666666666,0a4ae100be9f98f3c7314ae4f6b0e3d4-snap.jpg,train,point1
0.499074074074074,0.1088541666666666,0a4ae100be9f98f3c7314ae4f6b0e3d4-snap.jpg,train,point2
0.3851851851851852,0.034375,0a4ae100be9f98f3c7314ae4f6b0e3d4-snap.jpg,train,point3
0.0018518518518518,0.503125,0a4ae100be9f98f3c7314ae4f6b0e3d4-snap.jpg,train,point4
0.3777777777777777,0.9755208333333332,0a4ae100be9f98f3c7314ae4f6b0e3d4-snap.jpg,train,point5
0.4796296296296296,0.9145833333333332,0a4ae100be9f98f3c7314ae4f6b0e3d4-snap.jpg,train,point6
0.5824074074074074,0.7932291666666667,0a4ae100be9f98f3c7314ae4f6b0e3d4-snap.jpg,train,point7
0.612037037037037,0.5083333333333333,0a4ae100be9f98f3c7314ae4f6b0e3d4-snap.jpg,train,point8
0.562962962962963,0.2046875,0a63e4e5600a4c07101c15e3c20e0ede-snap.jpg,train,point1
0.4907407407407407,0.1145833333333333,0a63e4e5600a4c07101c15e3c20e0ede-snap.jpg,train,point2
0.3657407407407407,0.0223958333333333,0a63e4e5600a4c07101c15e3c20e0ede-snap.jpg,train,point3
0.012037037037037,0.4921875,0a63e4e5600a4c07101c15e3c20e0ede-snap.jpg,train,point4
0.3194444444444444,0.9536458333333332,0a63e4e5600a4c07101c15e3c20e0ede-snap.jpg,train,point5
0.4518518518518518,0.8708333333333333,0a63e4e5600a4c07101c15e3c20e0ede-snap.jpg,train,point6
0.5333333333333333,0.7817708333333333,0a63e4e5600a4c07101c15e3c20e0ede-snap.jpg,train,point7
0.5648148148148148,0.4947916666666667,0a63e4e5600a4c07101c15e3c20e0ede-snap.jpg,train,point8
0.5175925925925926,0.2255208333333333,0a81d664da6f6b7abd1b653208a6ae71-snap.jpg,train,point1
0.4638888888888889,0.1338541666666666,0a81d664da6f6b7abd1b653208a6ae71-snap.jpg,train,point2
0.3777777777777777,0.0369791666666666,0a81d664da6f6b7abd1b653208a6ae71-snap.jpg,train,point3
0.012037037037037,0.5197916666666667,0a81d664da6f6b7abd1b653208a6ae71-snap.jpg,train,point4
0.3314814814814815,0.9729166666666668,0a81d664da6f6b7abd1b653208a6ae71-snap.jpg,train,point5
0.4203703703703704,0.88125,0a81d664da6f6b7abd1b653208a6ae71-snap.jpg,train,point6
0.4814814814814814,0.7942708333333334,0a81d664da6f6b7abd1b653208a6ae71-snap.jpg,train,point7
0.4944444444444444,0.5125,0a81d664da6f6b7abd1b653208a6ae71-snap.jpg,train,point8
0.6287037037037037,0.2114583333333333,0a89a5f68c259707d1a43f076cee9ea5-snap.jpg,test,point1
0.5361111111111111,0.1119791666666666,0a89a5f68c259707d1a43f076cee9ea5-snap.jpg,test,point2
0.3712962962962963,0.0317708333333333,0a89a5f68c259707d1a43f076cee9ea5-snap.jpg,test,point3
0.012037037037037,0.5114583333333333,0a89a5f68c259707d1a43f076cee9ea5-snap.jpg,test,point4
0.3537037037037037,0.9875,0a89a5f68c259707d1a43f076cee9ea5-snap.jpg,test,point5
0.5361111111111111,0.9036458333333334,0a89a5f68c259707d1a43f076cee9ea5-snap.jpg,test,point6
0.6333333333333333,0.8052083333333333,0a89a5f68c259707d1a43f076cee9ea5-snap.jpg,test,point7
0.6833333333333333,0.5015625,0a89a5f68c259707d1a43f076cee9ea5-snap.jpg,test,point8
0.6851851851851852,0.2140625,0acc2b0a3814d1971aeecd44ce2c2831-snap.jpg,train,point1
0.5796296296296296,0.1171875,0acc2b0a3814d1971aeecd44ce2c2831-snap.jpg,train,point2
0.3861111111111111,0.0359375,0acc2b0a3814d1971aeecd44ce2c2831-snap.jpg,train,point3
0.0,0.4989583333333333,0acc2b0a3814d1971aeecd44ce2c2831-snap.jpg,train,point4
0.299074074074074,0.9619791666666668,0acc2b0a3814d1971aeecd44ce2c2831-snap.jpg,train,point5
0.512962962962963,0.8921875,0acc2b0a3814d1971aeecd44ce2c2831-snap.jpg,train,point6
0.6453703703703704,0.8015625,0acc2b0a3814d1971aeecd44ce2c2831-snap.jpg,train,point7
0.7092592592592593,0.5026041666666666,0acc2b0a3814d1971aeecd44ce2c2831-snap.jpg,train,point8
0.4861111111111111,0.2572916666666666,0ad3cfc6503e0a102bc8de41146f8800-snap.jpg,train,point1
0.3314814814814815,0.1932291666666666,0ad3cfc6503e0a102bc8de41146f8800-snap.jpg,train,point2
0.1574074074074074,0.1453125,0ad3cfc6503e0a102bc8de41146f8800-snap.jpg,train,point3
0.0046296296296296,0.490625,0ad3cfc6503e0a102bc8de41146f8800-snap.jpg,train,point4
0.1574074074074074,0.8302083333333333,0ad3cfc6503e0a102bc8de41146f8800-snap.jpg,train,point5
0.3287037037037037,0.7807291666666667,0ad3cfc6503e0a102bc8de41146f8800-snap.jpg,train,point6
0.5009259259259259,0.7140625,0ad3cfc6503e0a102bc8de41146f8800-snap.jpg,train,point7
0.4888888888888889,0.4739583333333333,0ad3cfc6503e0a102bc8de41146f8800-snap.jpg,train,point8
0.5324074074074074,0.2484375,0ad091c69050b1a181b425b5f4c87757-snap.jpg,train,point1
0.4055555555555555,0.1505208333333333,0ad091c69050b1a181b425b5f4c87757-snap.jpg,train,point2
0.2388888888888889,0.071875,0ad091c69050b1a181b425b5f4c87757-snap.jpg,train,point3
0.0027777777777777,0.5182291666666666,0ad091c69050b1a181b425b5f4c87757-snap.jpg,train,point4
0.2898148148148148,0.9619791666666668,0ad091c69050b1a181b425b5f4c87757-snap.jpg,train,point5
0.4351851851851852,0.8895833333333333,0ad091c69050b1a181b425b5f4c87757-snap.jpg,train,point6
0.5583333333333333,0.7916666666666666,0ad091c69050b1a181b425b5f4c87757-snap.jpg,train,point7
0.5083333333333333,0.5125,0ad091c69050b1a181b425b5f4c87757-snap.jpg,train,point8
0.6907407407407408,0.1822916666666666,0adb051bcb210bc8578a1a7f3f9805d6-snap.jpg,train,point1
0.5601851851851852,0.075,0adb051bcb210bc8578a1a7f3f9805d6-snap.jpg,train,point2
0.3712962962962963,0.0041666666666666,0adb051bcb210bc8578a1a7f3f9805d6-snap.jpg,train,point3
0.0,0.48125,0adb051bcb210bc8578a1a7f3f9805d6-snap.jpg,train,point4
0.3509259259259259,0.9505208333333334,0adb051bcb210bc8578a1a7f3f9805d6-snap.jpg,train,point5
0.562962962962963,0.875,0adb051bcb210bc8578a1a7f3f9805d6-snap.jpg,train,point6
0.687037037037037,0.7755208333333333,0adb051bcb210bc8578a1a7f3f9805d6-snap.jpg,train,point7
0.737037037037037,0.475,0adb051bcb210bc8578a1a7f3f9805d6-snap.jpg,train,point8
0.6416666666666667,0.2072916666666666,0ae85c2c24ead831fa10b017062cc9b8-snap.jpg,train,point1
0.525,0.09375,0ae85c2c24ead831fa10b017062cc9b8-snap.jpg,train,point2
0.362962962962963,0.0244791666666666,0ae85c2c24ead831fa10b017062cc9b8-snap.jpg,train,point3
0.0,0.503125,0ae85c2c24ead831fa10b017062cc9b8-snap.jpg,train,point4
0.3805555555555555,0.9630208333333332,0ae85c2c24ead831fa10b017062cc9b8-snap.jpg,train,point5
0.5361111111111111,0.896875,0ae85c2c24ead831fa10b017062cc9b8-snap.jpg,train,point6
0.6388888888888888,0.796875,0ae85c2c24ead831fa10b017062cc9b8-snap.jpg,train,point7
0.6972222222222222,0.5140625,0ae85c2c24ead831fa10b017062cc9b8-snap.jpg,train,point8
0.6287037037037037,0.1890625,0b03fbbfef59b1ed9ec338776a7e6555-snap.jpg,train,point1
0.5425925925925926,0.0895833333333333,0b03fbbfef59b1ed9ec338776a7e6555-snap.jpg,train,point2
0.4009259259259259,0.0067708333333333,0b03fbbfef59b1ed9ec338776a7e6555-snap.jpg,train,point3
0.0018518518518518,0.490625,0b03fbbfef59b1ed9ec338776a7e6555-snap.jpg,train,point4
0.4,0.9557291666666666,0b03fbbfef59b1ed9ec338776a7e6555-snap.jpg,train,point5
0.5351851851851852,0.8791666666666667,0b03fbbfef59b1ed9ec338776a7e6555-snap.jpg,train,point6
0.6194444444444445,0.7776041666666667,0b03fbbfef59b1ed9ec338776a7e6555-snap.jpg,train,point7
0.6527777777777778,0.4932291666666666,0b03fbbfef59b1ed9ec338776a7e6555-snap.jpg,train,point8
0.7,0.2041666666666666,0b3d3e1f69778b2121ecba10cfc33cd1-snap.jpg,train,point1
0.5324074074074074,0.0984375,0b3d3e1f69778b2121ecba10cfc33cd1-snap.jpg,train,point2
0.3092592592592592,0.0317708333333333,0b3d3e1f69778b2121ecba10cfc33cd1-snap.jpg,train,point3
0.0046296296296296,0.5005208333333333,0b3d3e1f69778b2121ecba10cfc33cd1-snap.jpg,train,point4
0.337037037037037,0.965625,0b3d3e1f69778b2121ecba10cfc33cd1-snap.jpg,train,point5
0.5722222222222222,0.90625,0b3d3e1f69778b2121ecba10cfc33cd1-snap.jpg,train,point6
0.7296296296296296,0.7973958333333333,0b3d3e1f69778b2121ecba10cfc33cd1-snap.jpg,train,point7
0.7768518518518519,0.4989583333333333,0b3d3e1f69778b2121ecba10cfc33cd1-snap.jpg,train,point8
0.5777777777777777,0.2098958333333333,0b7cde6eee419d041bb5ae0f3ab06934-snap.jpg,test,point1
0.4740740740740741,0.1010416666666666,0b7cde6eee419d041bb5ae0f3ab06934-snap.jpg,test,point2
0.324074074074074,0.0276041666666666,0b7cde6eee419d041bb5ae0f3ab06934-snap.jpg,test,point3
0.0,0.5140625,0b7cde6eee419d041bb5ae0f3ab06934-snap.jpg,test,point4
0.3333333333333333,0.9864583333333332,0b7cde6eee419d041bb5ae0f3ab06934-snap.jpg,test,point5
0.4787037037037037,0.9088541666666666,0b7cde6eee419d041bb5ae0f3ab06934-snap.jpg,test,point6
0.5824074074074074,0.803125,0b7cde6eee419d041bb5ae0f3ab06934-snap.jpg,test,point7
0.6138888888888889,0.5109375,0b7cde6eee419d041bb5ae0f3ab06934-snap.jpg,test,point8
0.5703703703703704,0.1958333333333333,0b8a6fe6a3e3f8f7639e804c3d08963a-snap.jpg,train,point1
0.5101851851851852,0.1104166666666666,0b8a6fe6a3e3f8f7639e804c3d08963a-snap.jpg,train,point2
0.3953703703703703,0.0276041666666666,0b8a6fe6a3e3f8f7639e804c3d08963a-snap.jpg,train,point3
0.0,0.515625,0b8a6fe6a3e3f8f7639e804c3d08963a-snap.jpg,train,point4
0.4148148148148148,0.9838541666666668,0b8a6fe6a3e3f8f7639e804c3d08963a-snap.jpg,train,point5
0.5231481481481481,0.8869791666666667,0b8a6fe6a3e3f8f7639e804c3d08963a-snap.jpg,train,point6
0.5898148148148148,0.7739583333333333,0b8a6fe6a3e3f8f7639e804c3d08963a-snap.jpg,train,point7
0.5990740740740741,0.5,0b8a6fe6a3e3f8f7639e804c3d08963a-snap.jpg,train,point8
0.4648148148148148,0.240625,0b8e3879d1938634d8408e42d9272522-snap.jpg,train,point1
0.4324074074074074,0.1572916666666666,0b8e3879d1938634d8408e42d9272522-snap.jpg,train,point2
0.3861111111111111,0.0520833333333333,0b8e3879d1938634d8408e42d9272522-snap.jpg,train,point3
0.0861111111111111,0.4947916666666667,0b8e3879d1938634d8408e42d9272522-snap.jpg,train,point4
0.3148148148148148,0.9302083333333332,0b8e3879d1938634d8408e42d9272522-snap.jpg,train,point5
0.3851851851851852,0.8307291666666666,0b8e3879d1938634d8408e42d9272522-snap.jpg,train,point6
0.4203703703703704,0.7515625,0b8e3879d1938634d8408e42d9272522-snap.jpg,train,point7
0.425,0.4958333333333333,0b8e3879d1938634d8408e42d9272522-snap.jpg,train,point8
0.5351851851851852,0.2145833333333333,0b18d8670783700cbcdbeb84e240da85-snap.jpg,train,point1
0.437037037037037,0.1244791666666666,0b18d8670783700cbcdbeb84e240da85-snap.jpg,train,point2
0.2703703703703703,0.0442708333333333,0b18d8670783700cbcdbeb84e240da85-snap.jpg,train,point3
0.0027777777777777,0.503125,0b18d8670783700cbcdbeb84e240da85-snap.jpg,train,point4
0.2805555555555555,0.953125,0b18d8670783700cbcdbeb84e240da85-snap.jpg,train,point5
0.4462962962962963,0.86875,0b18d8670783700cbcdbeb84e240da85-snap.jpg,train,point6
0.5453703703703704,0.778125,0b18d8670783700cbcdbeb84e240da85-snap.jpg,train,point7
0.55,0.4942708333333333,0b18d8670783700cbcdbeb84e240da85-snap.jpg,train,point8
0.5555555555555556,0.2057291666666666,0b23a740918fbd3dc218fd9e76c8ed34-snap.jpg,train,point1
0.4962962962962963,0.1067708333333333,0b23a740918fbd3dc218fd9e76c8ed34-snap.jpg,train,point2
0.3935185185185185,0.0135416666666666,0b23a740918fbd3dc218fd9e76c8ed34-snap.jpg,train,point3
0.0074074074074074,0.5208333333333334,0b23a740918fbd3dc218fd9e76c8ed34-snap.jpg,train,point4
0.412962962962963,0.9770833333333332,0b23a740918fbd3dc218fd9e76c8ed34-snap.jpg,train,point5
0.5111111111111111,0.8921875,0b23a740918fbd3dc218fd9e76c8ed34-snap.jpg,train,point6
0.5722222222222222,0.7901041666666667,0b23a740918fbd3dc218fd9e76c8ed34-snap.jpg,train,point7
0.5768518518518518,0.5005208333333333,0b23a740918fbd3dc218fd9e76c8ed34-snap.jpg,train,point8
0.5185185185185185,0.2020833333333333,0b72c66b2644b38623eb5376e824df15-snap.jpg,test,point1
0.4027777777777778,0.1135416666666666,0b72c66b2644b38623eb5376e824df15-snap.jpg,test,point2
0.2611111111111111,0.0453125,0b72c66b2644b38623eb5376e824df15-snap.jpg,test,point3
0.0,0.4973958333333333,0b72c66b2644b38623eb5376e824df15-snap.jpg,test,point4
0.2388888888888889,0.9380208333333332,0b72c66b2644b38623eb5376e824df15-snap.jpg,test,point5
0.3935185185185185,0.8541666666666666,0b72c66b2644b38623eb5376e824df15-snap.jpg,test,point6
0.525,0.7546875,0b72c66b2644b38623eb5376e824df15-snap.jpg,test,point7
0.5203703703703704,0.4880208333333333,0b72c66b2644b38623eb5376e824df15-snap.jpg,test,point8
0.5574074074074075,0.2005208333333333,0b432d21afa01a9f74962bd1b12a0fda-snap.jpg,train,point1
0.4694444444444444,0.0869791666666666,0b432d21afa01a9f74962bd1b12a0fda-snap.jpg,train,point2
0.3712962962962963,0.0203125,0b432d21afa01a9f74962bd1b12a0fda-snap.jpg,train,point3
0.0027777777777777,0.5151041666666667,0b432d21afa01a9f74962bd1b12a0fda-snap.jpg,train,point4
0.3805555555555555,0.9598958333333332,0b432d21afa01a9f74962bd1b12a0fda-snap.jpg,train,point5
0.4666666666666667,0.9005208333333333,0b432d21afa01a9f74962bd1b12a0fda-snap.jpg,train,point6
0.562962962962963,0.7817708333333333,0b432d21afa01a9f74962bd1b12a0fda-snap.jpg,train,point7
0.562962962962963,0.5072916666666667,0b432d21afa01a9f74962bd1b12a0fda-snap.jpg,train,point8
0.5555555555555556,0.2359375,0b953e9cc9ebf5ed5d29dac6bd2cfef7-snap.jpg,train,point1
0.4962962962962963,0.1177083333333333,0b953e9cc9ebf5ed5d29dac6bd2cfef7-snap.jpg,train,point2
0.362962962962963,0.0307291666666666,0b953e9cc9ebf5ed5d29dac6bd2cfef7-snap.jpg,train,point3
0.0055555555555555,0.5234375,0b953e9cc9ebf5ed5d29dac6bd2cfef7-snap.jpg,train,point4
0.4416666666666666,0.9807291666666668,0b953e9cc9ebf5ed5d29dac6bd2cfef7-snap.jpg,train,point5
0.5453703703703704,0.9088541666666666,0b953e9cc9ebf5ed5d29dac6bd2cfef7-snap.jpg,train,point6
0.6,0.8026041666666667,0b953e9cc9ebf5ed5d29dac6bd2cfef7-snap.jpg,train,point7
0.612037037037037,0.5182291666666666,0b953e9cc9ebf5ed5d29dac6bd2cfef7-snap.jpg,train,point8
0.6611111111111111,0.19375,0b1298cbc195d51145362531cf4d95fd-snap.jpg,train,point1
0.5574074074074075,0.084375,0b1298cbc195d51145362531cf4d95fd-snap.jpg,train,point2
0.4175925925925925,0.0182291666666666,0b1298cbc195d51145362531cf4d95fd-snap.jpg,train,point3
0.0018518518518518,0.5005208333333333,0b1298cbc195d51145362531cf4d95fd-snap.jpg,train,point4
0.3981481481481481,0.9765625,0b1298cbc195d51145362531cf4d95fd-snap.jpg,train,point5
0.5111111111111111,0.9239583333333332,0b1298cbc195d51145362531cf4d95fd-snap.jpg,train,point6
0.649074074074074,0.7859375,0b1298cbc195d51145362531cf4d95fd-snap.jpg,train,point7
0.6925925925925925,0.5166666666666667,0b1298cbc195d51145362531cf4d95fd-snap.jpg,train,point8
0.6361111111111111,0.2171875,0b6854ea8cbd10eccd9e7cf9c6915dfc-snap.jpg,train,point1
0.5305555555555556,0.1364583333333333,0b6854ea8cbd10eccd9e7cf9c6915dfc-snap.jpg,train,point2
0.3537037037037037,0.0484375,0b6854ea8cbd10eccd9e7cf9c6915dfc-snap.jpg,train,point3
0.1222222222222222,0.4875,0b6854ea8cbd10eccd9e7cf9c6915dfc-snap.jpg,train,point4
0.3444444444444444,0.9244791666666666,0b6854ea8cbd10eccd9e7cf9c6915dfc-snap.jpg,train,point5
0.5185185185185185,0.8375,0b6854ea8cbd10eccd9e7cf9c6915dfc-snap.jpg,train,point6
0.6287037037037037,0.7546875,0b6854ea8cbd10eccd9e7cf9c6915dfc-snap.jpg,train,point7
0.6675925925925926,0.4864583333333333,0b6854ea8cbd10eccd9e7cf9c6915dfc-snap.jpg,train,point8
0.7018518518518518,0.2083333333333333,0b4376170b86a69b0fdcc3f3702d2f66-snap.jpg,train,point1
0.5777777777777777,0.0963541666666666,0b4376170b86a69b0fdcc3f3702d2f66-snap.jpg,train,point2
0.3953703703703703,0.0291666666666666,0b4376170b86a69b0fdcc3f3702d2f66-snap.jpg,train,point3
0.0,0.5130208333333334,0b4376170b86a69b0fdcc3f3702d2f66-snap.jpg,train,point4
0.3851851851851852,0.9703125,0b4376170b86a69b0fdcc3f3702d2f66-snap.jpg,train,point5
0.5509259259259259,0.921875,0b4376170b86a69b0fdcc3f3702d2f66-snap.jpg,train,point6
0.6972222222222222,0.7984375,0b4376170b86a69b0fdcc3f3702d2f66-snap.jpg,train,point7
0.7518518518518519,0.5015625,0b4376170b86a69b0fdcc3f3702d2f66-snap.jpg,train,point8
0.562037037037037,0.215625,0bcfbf73f42ec1fe540e8869171438d6-snap.jpg,train,point1
0.4712962962962962,0.1067708333333333,0bcfbf73f42ec1fe540e8869171438d6-snap.jpg,train,point2
0.3509259259259259,0.0328125,0bcfbf73f42ec1fe540e8869171438d6-snap.jpg,train,point3
0.0018518518518518,0.5197916666666667,0bcfbf73f42ec1fe540e8869171438d6-snap.jpg,train,point4
0.3583333333333333,0.9729166666666668,0bcfbf73f42ec1fe540e8869171438d6-snap.jpg,train,point5
0.45,0.921875,0bcfbf73f42ec1fe540e8869171438d6-snap.jpg,train,point6
0.562962962962963,0.7901041666666667,0bcfbf73f42ec1fe540e8869171438d6-snap.jpg,train,point7
0.5842592592592593,0.4958333333333333,0bcfbf73f42ec1fe540e8869171438d6-snap.jpg,train,point8
0.5898148148148148,0.2041666666666666,0bd6b32e47f414ef6b27f142fe177853-snap.jpg,train,point1
0.5259259259259259,0.1067708333333333,0bd6b32e47f414ef6b27f142fe177853-snap.jpg,train,point2
0.3925925925925926,0.015625,0bd6b32e47f414ef6b27f142fe177853-snap.jpg,train,point3
0.0046296296296296,0.5015625,0bd6b32e47f414ef6b27f142fe177853-snap.jpg,train,point4
0.3814814814814815,0.9630208333333332,0bd6b32e47f414ef6b27f142fe177853-snap.jpg,train,point5
0.5055555555555555,0.8776041666666666,0bd6b32e47f414ef6b27f142fe177853-snap.jpg,train,point6
0.5824074074074074,0.7807291666666667,0bd6b32e47f414ef6b27f142fe177853-snap.jpg,train,point7
0.6138888888888889,0.4901041666666667,0bd6b32e47f414ef6b27f142fe177853-snap.jpg,train,point8
0.6685185185185185,0.2234375,0bd8c3904304feaa3b2b537728d9cd43-snap.jpg,train,point1
0.5601851851851852,0.1364583333333333,0bd8c3904304feaa3b2b537728d9cd43-snap.jpg,train,point2
0.3564814814814814,0.046875,0bd8c3904304feaa3b2b537728d9cd43-snap.jpg,train,point3
0.0046296296296296,0.5026041666666666,0bd8c3904304feaa3b2b537728d9cd43-snap.jpg,train,point4
0.3583333333333333,0.9619791666666668,0bd8c3904304feaa3b2b537728d9cd43-snap.jpg,train,point5
0.5555555555555556,0.8677083333333333,0bd8c3904304feaa3b2b537728d9cd43-snap.jpg,train,point6
0.6685185185185185,0.7817708333333333,0bd8c3904304feaa3b2b537728d9cd43-snap.jpg,train,point7
0.7074074074074074,0.5072916666666667,0bd8c3904304feaa3b2b537728d9cd43-snap.jpg,train,point8
0.7388888888888889,0.2046875,0bd9eb46fc00de4cc2420a2ec173be6b-snap.jpg,train,point1
0.5777777777777777,0.0791666666666666,0bd9eb46fc00de4cc2420a2ec173be6b-snap.jpg,train,point2
0.374074074074074,0.0192708333333333,0bd9eb46fc00de4cc2420a2ec173be6b-snap.jpg,train,point3
0.0,0.5,0bd9eb46fc00de4cc2420a2ec173be6b-snap.jpg,train,point4
0.3222222222222222,0.9713541666666666,0bd9eb46fc00de4cc2420a2ec173be6b-snap.jpg,train,point5
0.5111111111111111,0.91875,0bd9eb46fc00de4cc2420a2ec173be6b-snap.jpg,train,point6
0.7,0.8015625,0bd9eb46fc00de4cc2420a2ec173be6b-snap.jpg,train,point7
0.7981481481481482,0.4947916666666667,0bd9eb46fc00de4cc2420a2ec173be6b-snap.jpg,train,point8
0.4842592592592593,0.2104166666666666,0be617e6e258cf3b6bc7a8b1c0293d2c-snap.jpg,train,point1
0.4444444444444444,0.1203125,0be617e6e258cf3b6bc7a8b1c0293d2c-snap.jpg,train,point2
0.3953703703703703,0.0286458333333333,0be617e6e258cf3b6bc7a8b1c0293d2c-snap.jpg,train,point3
0.0,0.4822916666666667,0be617e6e258cf3b6bc7a8b1c0293d2c-snap.jpg,train,point4
0.3935185185185185,0.9729166666666668,0be617e6e258cf3b6bc7a8b1c0293d2c-snap.jpg,train,point5
0.4472222222222222,0.8760416666666667,0be617e6e258cf3b6bc7a8b1c0293d2c-snap.jpg,train,point6
0.4861111111111111,0.7817708333333333,0be617e6e258cf3b6bc7a8b1c0293d2c-snap.jpg,train,point7
0.4833333333333333,0.4932291666666666,0be617e6e258cf3b6bc7a8b1c0293d2c-snap.jpg,train,point8
0.4666666666666667,0.2020833333333333,0bed2fb1031d11e214e381bc46c03165-snap.jpg,train,point1
0.4277777777777777,0.1046875,0bed2fb1031d11e214e381bc46c03165-snap.jpg,train,point2
0.3879629629629629,0.021875,0bed2fb1031d11e214e381bc46c03165-snap.jpg,train,point3
0.0,0.4932291666666666,0bed2fb1031d11e214e381bc46c03165-snap.jpg,train,point4
0.374074074074074,0.9578125,0bed2fb1031d11e214e381bc46c03165-snap.jpg,train,point5
0.4222222222222222,0.8729166666666667,0bed2fb1031d11e214e381bc46c03165-snap.jpg,train,point6
0.462037037037037,0.7692708333333333,0bed2fb1031d11e214e381bc46c03165-snap.jpg,train,point7
0.449074074074074,0.4859375,0bed2fb1031d11e214e381bc46c03165-snap.jpg,train,point8
0.6407407407407407,0.2005208333333333,0bf7ee609a819827a8fada16b1779522-snap.jpg,train,point1
0.5453703703703704,0.0942708333333333,0bf7ee609a819827a8fada16b1779522-snap.jpg,train,point2
0.3898148148148148,0.0203125,0bf7ee609a819827a8fada16b1779522-snap.jpg,train,point3
0.0,0.5072916666666667,0bf7ee609a819827a8fada16b1779522-snap.jpg,train,point4
0.4046296296296296,0.9463541666666668,0bf7ee609a819827a8fada16b1779522-snap.jpg,train,point5
0.5212962962962963,0.8911458333333333,0bf7ee609a819827a8fada16b1779522-snap.jpg,train,point6
0.6268518518518519,0.7890625,0bf7ee609a819827a8fada16b1779522-snap.jpg,train,point7
0.675,0.4916666666666666,0bf7ee609a819827a8fada16b1779522-snap.jpg,train,point8
0.5916666666666667,0.190625,0bfc9f609133370b6452923335a80af1-snap.jpg,train,point1
0.4472222222222222,0.10625,0bfc9f609133370b6452923335a80af1-snap.jpg,train,point2
0.2018518518518518,0.0401041666666666,0bfc9f609133370b6452923335a80af1-snap.jpg,train,point3
0.0046296296296296,0.4947916666666667,0bfc9f609133370b6452923335a80af1-snap.jpg,train,point4
0.2037037037037037,0.921875,0bfc9f609133370b6452923335a80af1-snap.jpg,train,point5
0.4268518518518518,0.8583333333333333,0bfc9f609133370b6452923335a80af1-snap.jpg,train,point6
0.5972222222222222,0.7651041666666667,0bfc9f609133370b6452923335a80af1-snap.jpg,train,point7
0.6287037037037037,0.4822916666666667,0bfc9f609133370b6452923335a80af1-snap.jpg,train,point8
